Measure,Location,Sex,Age,Cause,Risk,Metric,Year,Value,Upper,Lower
DALYs,Global,Female,<5 years,All causes,Ambient ozone pollution,Rate,2019,0,0,0
DALYs,Global,Female,<5 years,All causes,All risk factors,Rate,2019,38199.0702,45234.14935,32529.59784
DALYs,Global,Both sexes,<5 years,All causes,Air pollution,Rate,2019,9232.977955,11321.23671,7471.731809
DALYs,Global,Both sexes,<5 years,All causes,Ambient particulate matter pollution,Rate,2019,3120.974262,4260.101302,2159.297991
DALYs,Global,Both sexes,<5 years,All causes,Household air pollution from solid fuels,Rate,2019,6112.003693,8022.377132,4468.991809
DALYs,Global,Both sexes,<5 years,All causes,Ambient ozone pollution,Rate,2019,0,0,0
DALYs,Global,Both sexes,<5 years,All causes,All risk factors,Rate,2019,40817.39663,48698.08823,34434.18467
DALYs,Global,Male,<5 years,"Tracheal, bronchus, and lung cancer",Air pollution,Number,2019,0,0,0
DALYs,Global,Male,<5 years,"Tracheal, bronchus, and lung cancer",Ambient particulate matter pollution,Number,2019,0,0,0
DALYs,Global,Male,<5 years,"Tracheal, bronchus, and lung cancer",Household air pollution from solid fuels,Number,2019,0,0,0
DALYs,Global,Male,<5 years,"Tracheal, bronchus, and lung cancer",All risk factors,Number,2019,0,0,0
DALYs,Global,Female,<5 years,"Tracheal, bronchus, and lung cancer",Air pollution,Number,2019,0,0,0
DALYs,Global,Female,<5 years,"Tracheal, bronchus, and lung cancer",Ambient particulate matter pollution,Number,2019,0,0,0
DALYs,Global,Female,<5 years,"Tracheal, bronchus, and lung cancer",Household air pollution from solid fuels,Number,2019,0,0,0
DALYs,Global,Female,<5 years,"Tracheal, bronchus, and lung cancer",All risk factors,Number,2019,0,0,0
DALYs,Global,Both sexes,<5 years,"Tracheal, bronchus, and lung cancer",Air pollution,Number,2019,0,0,0
DALYs,Global,Both sexes,<5 years,"Tracheal, bronchus, and lung cancer",Ambient particulate matter pollution,Number,2019,0,0,0
DALYs,Global,Both sexes,<5 years,"Tracheal, bronchus, and lung cancer",Household air pollution from solid fuels,Number,2019,0,0,0
DALYs,Global,Both sexes,<5 years,"Tracheal, bronchus, and lung cancer",All risk factors,Number,2019,0,0,0
DALYs,Global,Male,<5 years,"Tracheal, bronchus, and lung cancer",Air pollution,Rate,2019,0,0,0
DALYs,Global,Male,<5 years,"Tracheal, bronchus, and lung cancer",Ambient particulate matter pollution,Rate,2019,0,0,0
DALYs,Global,Male,<5 years,"Tracheal, bronchus, and lung cancer",Household air pollution from solid fuels,Rate,2019,0,0,0
DALYs,Global,Male,<5 years,"Tracheal, bronchus, and lung cancer",All risk factors,Rate,2019,0,0,0
DALYs,Global,Female,<5 years,"Tracheal, bronchus, and lung cancer",Air pollution,Rate,2019,0,0,0
DALYs,Global,Female,<5 years,"Tracheal, bronchus, and lung cancer",Ambient particulate matter pollution,Rate,2019,0,0,0
DALYs,Global,Female,<5 years,"Tracheal, bronchus, and lung cancer",Household air pollution from solid fuels,Rate,2019,0,0,0
DALYs,Global,Female,<5 years,"Tracheal, bronchus, and lung cancer",All risk factors,Rate,2019,0,0,0
DALYs,Global,Both sexes,<5 years,"Tracheal, bronchus, and lung cancer",Air pollution,Rate,2019,0,0,0
DALYs,Global,Both sexes,<5 years,"Tracheal, bronchus, and lung cancer",Ambient particulate matter pollution,Rate,2019,0,0,0
DALYs,Global,Both sexes,<5 years,"Tracheal, bronchus, and lung cancer",Household air pollution from solid fuels,Rate,2019,0,0,0
DALYs,Global,Both sexes,<5 years,"Tracheal, bronchus, and lung cancer",All risk factors,Rate,2019,0,0,0
DALYs,Global,Male,All ages,"Tracheal, bronchus, and lung cancer",Air pollution,Number,2019,6253191.152,8073241.918,4636884.689
DALYs,Global,Male,All ages,"Tracheal, bronchus, and lung cancer",Ambient particulate matter pollution,Number,2019,4996295.223,6495211.929,3615203.745
DALYs,Global,Male,All ages,"Tracheal, bronchus, and lung cancer",Household air pollution from solid fuels,Number,2019,1256895.929,2007420.108,686539.5191
DALYs,Global,Male,All ages,"Tracheal, bronchus, and lung cancer",All risk factors,Number,2019,27163308.62,29948576.62,24550218.61
DALYs,Global,Female,All ages,"Tracheal, bronchus, and lung cancer",Air pollution,Number,2019,2698782.81,3392935.002,1998448.112
DALYs,Global,Female,All ages,"Tracheal, bronchus, and lung cancer",Ambient particulate matter pollution,Number,2019,2019508.454,2625140.968,1458116
DALYs,Global,Female,All ages,"Tracheal, bronchus, and lung cancer",Household air pollution from solid fuels,Number,2019,679274.3562,1052875.726,383535.473
DALYs,Global,Female,All ages,"Tracheal, bronchus, and lung cancer",All risk factors,Number,2019,9095259.474,10240769.72,8119679.078
DALYs,Global,Both sexes,All ages,"Tracheal, bronchus, and lung cancer",Air pollution,Number,2019,8951973.962,11342601.94,6680887.034
DALYs,Global,Both sexes,All ages,"Tracheal, bronchus, and lung cancer",Ambient particulate matter pollution,Number,2019,7015803.677,9024572.644,5176473.882
DALYs,Global,Both sexes,All ages,"Tracheal, bronchus, and lung cancer",Household air pollution from solid fuels,Number,2019,1936170.285,3010891.043,1107552.549
DALYs,Global,Both sexes,All ages,"Tracheal, bronchus, and lung cancer",All risk factors,Number,2019,36258568.1,39483456.22,33173983
DALYs,Global,Male,All ages,"Tracheal, bronchus, and lung cancer",Air pollution,Rate,2019,161.1242483,208.0209934,119.4773264
DALYs,Global,Male,All ages,"Tracheal, bronchus, and lung cancer",Ambient particulate matter pollution,Rate,2019,128.7381583,167.3603308,93.15195582
DALYs,Global,Male,All ages,"Tracheal, bronchus, and lung cancer",Household air pollution from solid fuels,Rate,2019,32.38609005,51.72463916,17.68987406
DALYs,Global,Male,All ages,"Tracheal, bronchus, and lung cancer",All risk factors,Rate,2019,699.9094666,771.6766973,632.5786983
DALYs,Global,Female,All ages,"Tracheal, bronchus, and lung cancer",Air pollution,Rate,2019,69.98028763,87.97987242,51.82038851
DALYs,Global,Female,All ages,"Tracheal, bronchus, and lung cancer",Ambient particulate matter pollution,Rate,2019,52.3664898,68.07073148,37.80940678
DALYs,Global,Female,All ages,"Tracheal, bronchus, and lung cancer",Household air pollution from solid fuels,Rate,2019,17.61379784,27.30139894,9.945195521
DALYs,Global,Female,All ages,"Tracheal, bronchus, and lung cancer",All risk factors,Rate,2019,235.8429406,265.5463819,210.5458339
DALYs,Global,Both sexes,All ages,"Tracheal, bronchus, and lung cancer",Air pollution,Rate,2019,115.6964768,146.593264,86.3446537
DALYs,Global,Both sexes,All ages,"Tracheal, bronchus, and lung cancer",Ambient particulate matter pollution,Rate,2019,90.67316,116.6347516,66.9014223
DALYs,Global,Both sexes,All ages,"Tracheal, bronchus, and lung cancer",Household air pollution from solid fuels,Rate,2019,25.0233168,38.91314777,14.31415332
DALYs,Global,Both sexes,All ages,"Tracheal, bronchus, and lung cancer",All risk factors,Rate,2019,468.610454,510.2893279,428.7448747
DALYs,Global,Male,70+ years,"Tracheal, bronchus, and lung cancer",Air pollution,Number,2019,1904496.912,2440590.4,1405073.297
DALYs,Global,Male,70+ years,"Tracheal, bronchus, and lung cancer",Ambient particulate matter pollution,Number,2019,1566829.153,2024050.512,1137778.572
DALYs,Global,Male,70+ years,"Tracheal, bronchus, and lung cancer",Household air pollution from solid fuels,Number,2019,337667.7596,546995.993,180540.7393
DALYs,Global,Male,70+ years,"Tracheal, bronchus, and lung cancer",All risk factors,Number,2019,9089804.29,9937773.354,8234076.16
DALYs,Global,Female,70+ years,"Tracheal, bronchus, and lung cancer",Air pollution,Number,2019,878588.7046,1110225.79,651184.7649
DALYs,Global,Female,70+ years,"Tracheal, bronchus, and lung cancer",Ambient particulate matter pollution,Number,2019,682096.6238,889113.9738,485915.5121
DALYs,Global,Female,70+ years,"Tracheal, bronchus, and lung cancer",Household air pollution from solid fuels,Number,2019,196492.0807,309976.9812,108829.2291
DALYs,Global,Female,70+ years,"Tracheal, bronchus, and lung cancer",All risk factors,Number,2019,3354333.977,3788816.135,2930474.807
DALYs,Global,Both sexes,70+ years,"Tracheal, bronchus, and lung cancer",Air pollution,Number,2019,2783085.617,3514045.668,2074325.398
DALYs,Global,Both sexes,70+ years,"Tracheal, bronchus, and lung cancer",Ambient particulate matter pollution,Number,2019,2248925.777,2895269.44,1663552.43
DALYs,Global,Both sexes,70+ years,"Tracheal, bronchus, and lung cancer",Household air pollution from solid fuels,Number,2019,534159.8403,845589.1026,296282.8752
DALYs,Global,Both sexes,70+ years,"Tracheal, bronchus, and lung cancer",All risk factors,Number,2019,12444138.27,13482128.06,11280843.15
DALYs,Global,Male,70+ years,"Tracheal, bronchus, and lung cancer",Air pollution,Rate,2019,936.2667565,1199.81484,690.745892
DALYs,Global,Male,70+ years,"Tracheal, bronchus, and lung cancer",Ambient particulate matter pollution,Rate,2019,770.2664359,995.0403151,559.341549
DALYs,Global,Male,70+ years,"Tracheal, bronchus, and lung cancer",Household air pollution from solid fuels,Rate,2019,166.0003206,268.9078469,88.75535124
DALYs,Global,Male,70+ years,"Tracheal, bronchus, and lung cancer",All risk factors,Rate,2019,4468.624509,4885.493258,4047.941338
DALYs,Global,Female,70+ years,"Tracheal, bronchus, and lung cancer",Air pollution,Rate,2019,337.5799123,426.5817699,250.2045549
DALYs,Global,Female,70+ years,"Tracheal, bronchus, and lung cancer",Ambient particulate matter pollution,Rate,2019,262.0818105,341.6240337,186.7031924
DALYs,Global,Female,70+ years,"Tracheal, bronchus, and lung cancer",Household air pollution from solid fuels,Rate,2019,75.4981017,119.1023759,41.81542673
DALYs,Global,Female,70+ years,"Tracheal, bronchus, and lung cancer",All risk factors,Rate,2019,1288.834882,1455.77585,1125.975582
DALYs,Global,Both sexes,70+ years,"Tracheal, bronchus, and lung cancer",Air pollution,Rate,2019,600.223511,757.8684665,447.3663569
DALYs,Global,Both sexes,70+ years,"Tracheal, bronchus, and lung cancer",Ambient particulate matter pollution,Rate,2019,485.0221342,624.418012,358.7756244
DALYs,Global,Both sexes,70+ years,"Tracheal, bronchus, and lung cancer",Household air pollution from solid fuels,Rate,2019,115.2013768,182.3668151,63.89884182
DALYs,Global,Both sexes,70+ years,"Tracheal, bronchus, and lung cancer",All risk factors,Rate,2019,2683.806893,2907.668448,2432.920942
DALYs,Global,Male,Age-standardized,"Tracheal, bronchus, and lung cancer",Air pollution,Rate,2019,157.857453,203.6434113,116.7562701
DALYs,Global,Male,Age-standardized,"Tracheal, bronchus, and lung cancer",Ambient particulate matter pollution,Rate,2019,126.4668813,164.2471286,91.66639011
DALYs,Global,Male,Age-standardized,"Tracheal, bronchus, and lung cancer",Household air pollution from solid fuels,Rate,2019,31.39057169,50.15997588,17.11652468
DALYs,Global,Male,Age-standardized,"Tracheal, bronchus, and lung cancer",All risk factors,Rate,2019,691.7770604,761.1645274,625.3971829
DALYs,Global,Female,Age-standardized,"Tracheal, bronchus, and lung cancer",Air pollution,Rate,2019,61.97062547,77.89304585,45.89616118
DALYs,Global,Female,Age-standardized,"Tracheal, bronchus, and lung cancer",Ambient particulate matter pollution,Rate,2019,46.33759011,60.23959982,33.4567923
DALYs,Global,Female,Age-standardized,"Tracheal, bronchus, and lung cancer",Household air pollution from solid fuels,Rate,2019,15.63303536,24.20976536,8.832560493
DALYs,Global,Female,Age-standardized,"Tracheal, bronchus, and lung cancer",All risk factors,Rate,2019,208.1339604,234.4206106,185.7906034
DALYs,Global,Both sexes,Age-standardized,"Tracheal, bronchus, and lung cancer",Air pollution,Rate,2019,107.3619603,136.0351779,80.13254149
DALYs,Global,Both sexes,Age-standardized,"Tracheal, bronchus, and lung cancer",Ambient particulate matter pollution,Rate,2019,84.22005124,108.3028628,62.13204955
DALYs,Global,Both sexes,Age-standardized,"Tracheal, bronchus, and lung cancer",Household air pollution from solid fuels,Rate,2019,23.14190906,36.0096473,13.2322078
DALYs,Global,Both sexes,Age-standardized,"Tracheal, bronchus, and lung cancer",All risk factors,Rate,2019,435.8071,474.6899687,399.0746779
DALYs,Global,Male,All ages,All causes,Air pollution,Number,2019,121146717.6,136653801.8,106285136.8
DALYs,Global,Male,All ages,All causes,Ambient particulate matter pollution,Number,2019,70687174.54,83334433.83,57239812.26
DALYs,Global,Male,All ages,All causes,Household air pollution from solid fuels,Number,2019,48278690.13,63533519.08,34475942.02
DALYs,Global,Male,All ages,All causes,Ambient ozone pollution,Number,2019,3695020.034,5805268.609,1721582.886
DALYs,Global,Male,All ages,All causes,All risk factors,Number,2019,697660579.6,759359263.5,643037078.1
DALYs,Global,Female,All ages,All causes,Air pollution,Number,2019,92138169.04,104269842.3,80817858.65
DALYs,Global,Female,All ages,All causes,Ambient particulate matter pollution,Number,2019,47528199.6,56543179.95,38292831.44
DALYs,Global,Female,All ages,All causes,Household air pollution from solid fuels,Number,2019,43195778.6,54760904.48,31965357.41
DALYs,Global,Female,All ages,All causes,Ambient ozone pollution,Number,2019,2515125.323,3964167.387,1181390.964
DALYs,Global,Female,All ages,All causes,All risk factors,Number,2019,515601111.5,565994269.3,471459159.5
DALYs,Global,Both sexes,All ages,All causes,Air pollution,Number,2019,213284886.6,239530189,188894775.4
DALYs,Global,Both sexes,All ages,All causes,Ambient particulate matter pollution,Number,2019,118215374.1,138428611,95948202.37
DALYs,Global,Both sexes,All ages,All causes,Household air pollution from solid fuels,Number,2019,91474468.73,118593336.6,67036498.8
DALYs,Global,Both sexes,All ages,All causes,Ambient ozone pollution,Number,2019,6210145.357,9630800.613,2985050.425
DALYs,Global,Both sexes,All ages,All causes,All risk factors,Number,2019,1213261691,1319484143,1118887000
DALYs,Global,Male,All ages,All causes,Air pollution,Rate,2019,3121.553993,3521.120747,2738.619747
DALYs,Global,Male,All ages,All causes,Ambient particulate matter pollution,Rate,2019,1821.376892,2147.255327,1474.882424
DALYs,Global,Male,All ages,All causes,Household air pollution from solid fuels,Rate,2019,1243.983667,1637.050628,888.3320704
DALYs,Global,Male,All ages,All causes,Ambient ozone pollution,Rate,2019,95.20856008,149.5827519,44.35955046
DALYs,Global,Male,All ages,All causes,All risk factors,Rate,2019,17976.42735,19566.20029,16568.95869
DALYs,Global,Female,All ages,All causes,Air pollution,Rate,2019,2389.171721,2703.749828,2095.63251
DALYs,Global,Female,All ages,All causes,Ambient particulate matter pollution,Rate,2019,1232.421174,1466.182451,992.9451707
DALYs,Global,Female,All ages,All causes,Household air pollution from solid fuels,Rate,2019,1120.080134,1419.967488,828.8717779
DALYs,Global,Female,All ages,All causes,Ambient ozone pollution,Rate,2019,65.21799119,102.7921079,30.6338395
DALYs,Global,Female,All ages,All causes,All risk factors,Rate,2019,13369.69909,14676.40953,12225.08438
DALYs,Global,Both sexes,All ages,All causes,Air pollution,Rate,2019,2756.521639,3095.719343,2441.300667
DALYs,Global,Both sexes,All ages,All causes,Ambient particulate matter pollution,Rate,2019,1527.830884,1789.069389,1240.047057
DALYs,Global,Both sexes,All ages,All causes,Household air pollution from solid fuels,Rate,2019,1182.227941,1532.71572,866.3884369
DALYs,Global,Both sexes,All ages,All causes,Ambient ozone pollution,Rate,2019,80.260727,124.4697208,38.57918026
DALYs,Global,Both sexes,All ages,All causes,All risk factors,Rate,2019,15680.35203,17053.18482,14460.64124
DALYs,Global,Male,All ages,Stroke,Air pollution,Number,2019,24076847.16,27340210.47,20947202.07
DALYs,Global,Male,All ages,Stroke,Ambient particulate matter pollution,Number,2019,16820848.96,19871089.44,13644195.4
DALYs,Global,Male,All ages,Stroke,Household air pollution from solid fuels,Number,2019,7255998.197,10537049.36,4674468.744
DALYs,Global,Male,All ages,Stroke,All risk factors,Number,2019,68264126.58,74042463.94,62069292.49
DALYs,Global,Female,All ages,Stroke,Air pollution,Number,2019,19398063.53,22170013.28,16922830.1
DALYs,Global,Female,All ages,Stroke,Ambient particulate matter pollution,Number,2019,11915642.25,14314047.84,9570573.277
DALYs,Global,Female,All ages,Stroke,Household air pollution from solid fuels,Number,2019,7482421.282,9887986.629,5367982.937
DALYs,Global,Female,All ages,Stroke,All risk factors,Number,2019,56385242.32,61814340.62,51074791.83
DALYs,Global,Both sexes,All ages,Stroke,Air pollution,Number,2019,43474910.69,48722880.63,38364311.93
DALYs,Global,Both sexes,All ages,Stroke,Ambient particulate matter pollution,Number,2019,28736491.21,33440292.98,23372267.52
DALYs,Global,Both sexes,All ages,Stroke,Household air pollution from solid fuels,Number,2019,14738419.48,20130762.73,10132651.84
DALYs,Global,Both sexes,All ages,Stroke,All risk factors,Number,2019,124649368.9,134111726,115002478
DALYs,Global,Male,All ages,Stroke,Air pollution,Rate,2019,620.3814669,704.4676476,539.7407669
DALYs,Global,Male,All ages,Stroke,Ambient particulate matter pollution,Rate,2019,433.4181666,512.01287,351.5662122
DALYs,Global,Male,All ages,Stroke,Household air pollution from solid fuels,Rate,2019,186.9633003,271.5052389,120.4457443
DALYs,Global,Male,All ages,Stroke,All risk factors,Rate,2019,1758.942884,1907.831706,1599.322306
DALYs,Global,Female,All ages,Stroke,Air pollution,Rate,2019,502.9978924,574.8754218,438.8143104
DALYs,Global,Female,All ages,Stroke,Ambient particulate matter pollution,Rate,2019,308.9763537,371.1677654,248.1679771
DALYs,Global,Female,All ages,Stroke,Household air pollution from solid fuels,Rate,2019,194.0215387,256.3986053,139.193487
DALYs,Global,Female,All ages,Stroke,All risk factors,Rate,2019,1462.087079,1602.865307,1324.385426
DALYs,Global,Both sexes,All ages,Stroke,Air pollution,Rate,2019,561.875405,629.7008517,495.8253615
DALYs,Global,Both sexes,All ages,Stroke,Ambient particulate matter pollution,Rate,2019,371.3941531,432.1866996,302.0662278
DALYs,Global,Both sexes,All ages,Stroke,Household air pollution from solid fuels,Rate,2019,190.4812519,260.1725981,130.9557114
DALYs,Global,Both sexes,All ages,Stroke,All risk factors,Rate,2019,1610.98467,1733.277404,1486.306996
DALYs,Global,Male,70+ years,Stroke,Air pollution,Number,2019,6877593.144,7973393.302,5827936.557
DALYs,Global,Male,70+ years,Stroke,Ambient particulate matter pollution,Number,2019,5078091.383,6052082.634,4144202.466
DALYs,Global,Male,70+ years,Stroke,Household air pollution from solid fuels,Number,2019,1799501.762,2727538.214,1096440.843
DALYs,Global,Male,70+ years,Stroke,All risk factors,Number,2019,24585078.97,27032067.43,22110734.96
DALYs,Global,Female,70+ years,Stroke,Air pollution,Number,2019,6941429.071,8044736.21,5918165.903
DALYs,Global,Female,70+ years,Stroke,Ambient particulate matter pollution,Number,2019,4572126.19,5548912.225,3638123.095
DALYs,Global,Female,70+ years,Stroke,Household air pollution from solid fuels,Number,2019,2369302.881,3263345.408,1607641.747
DALYs,Global,Female,70+ years,Stroke,All risk factors,Number,2019,26098065.62,29023736.14,22984098.1
DALYs,Global,Both sexes,70+ years,Stroke,Air pollution,Number,2019,13819022.22,15841390.1,11934534.58
DALYs,Global,Both sexes,70+ years,Stroke,Ambient particulate matter pollution,Number,2019,9650217.573,11413890.64,7851345.491
DALYs,Global,Both sexes,70+ years,Stroke,Household air pollution from solid fuels,Number,2019,4168804.643,5965143.392,2746528.816
DALYs,Global,Both sexes,70+ years,Stroke,All risk factors,Number,2019,50683144.59,55262745.58,46044683.92
DALYs,Global,Male,70+ years,Stroke,Air pollution,Rate,2019,3381.082838,3919.787444,2865.0628
DALYs,Global,Male,70+ years,Stroke,Ambient particulate matter pollution,Rate,2019,2496.432584,2975.254904,2037.32491
DALYs,Global,Male,70+ years,Stroke,Household air pollution from solid fuels,Rate,2019,884.6502544,1340.880807,539.0195724
DALYs,Global,Male,70+ years,Stroke,All risk factors,Rate,2019,12086.23232,13289.1925,10869.82392
DALYs,Global,Female,70+ years,Stroke,Air pollution,Rate,2019,2667.103509,3091.026927,2273.935365
DALYs,Global,Female,70+ years,Stroke,Ambient particulate matter pollution,Rate,2019,1756.746872,2132.057119,1397.875102
DALYs,Global,Female,70+ years,Stroke,Household air pollution from solid fuels,Rate,2019,910.3566373,1253.874368,617.7037754
DALYs,Global,Female,70+ years,Stroke,All risk factors,Rate,2019,10027.65305,11151.78268,8831.174109
DALYs,Global,Both sexes,70+ years,Stroke,Air pollution,Rate,2019,2980.325859,3416.486623,2573.901501
DALYs,Global,Both sexes,70+ years,Stroke,Ambient particulate matter pollution,Rate,2019,2081.246598,2461.615076,1693.286807
DALYs,Global,Both sexes,70+ years,Stroke,Household air pollution from solid fuels,Rate,2019,899.0792608,1286.492693,592.3393656
DALYs,Global,Both sexes,70+ years,Stroke,All risk factors,Rate,2019,10930.75068,11918.42571,9930.381472
DALYs,Global,Male,Age-standardized,Stroke,Air pollution,Rate,2019,610.0978366,692.936795,529.8730266
DALYs,Global,Male,Age-standardized,Stroke,Ambient particulate matter pollution,Rate,2019,428.1347355,505.7926356,348.6697138
DALYs,Global,Male,Age-standardized,Stroke,Household air pollution from solid fuels,Rate,2019,181.963101,263.9859524,117.2485635
DALYs,Global,Male,Age-standardized,Stroke,All risk factors,Rate,2019,1777.407185,1925.345975,1616.651805
DALYs,Global,Female,Age-standardized,Stroke,Air pollution,Rate,2019,447.2197941,511.0679483,390.421804
DALYs,Global,Female,Age-standardized,Stroke,Ambient particulate matter pollution,Rate,2019,274.3460665,329.3783546,220.6335013
DALYs,Global,Female,Age-standardized,Stroke,Household air pollution from solid fuels,Rate,2019,172.8737276,228.3271124,124.1142756
DALYs,Global,Female,Age-standardized,Stroke,All risk factors,Rate,2019,1295.358246,1420.019254,1172.816532
DALYs,Global,Both sexes,Age-standardized,Stroke,Air pollution,Rate,2019,525.5747323,589.9282439,463.906627
DALYs,Global,Both sexes,Age-standardized,Stroke,Ambient particulate matter pollution,Rate,2019,348.0583362,404.3540376,283.2877781
DALYs,Global,Both sexes,Age-standardized,Stroke,Household air pollution from solid fuels,Rate,2019,177.5163961,242.7759525,122.0678227
DALYs,Global,Both sexes,Age-standardized,Stroke,All risk factors,Rate,2019,1526.71571,1642.565046,1408.368668
DALYs,Global,Male,<5 years,Ischemic heart disease,Air pollution,Number,2019,0,0,0
DALYs,Global,Male,<5 years,Ischemic heart disease,Ambient particulate matter pollution,Number,2019,0,0,0
DALYs,Global,Male,<5 years,Ischemic heart disease,Household air pollution from solid fuels,Number,2019,0,0,0
DALYs,Global,Male,<5 years,Ischemic heart disease,All risk factors,Number,2019,0,0,0
DALYs,Global,Female,<5 years,Ischemic heart disease,Air pollution,Number,2019,0,0,0
DALYs,Global,Female,<5 years,Ischemic heart disease,Ambient particulate matter pollution,Number,2019,0,0,0
DALYs,Global,Female,<5 years,Ischemic heart disease,Household air pollution from solid fuels,Number,2019,0,0,0
DALYs,Global,Female,<5 years,Ischemic heart disease,All risk factors,Number,2019,0,0,0
DALYs,Global,Both sexes,<5 years,Ischemic heart disease,Air pollution,Number,2019,0,0,0
DALYs,Global,Both sexes,<5 years,Ischemic heart disease,Ambient particulate matter pollution,Number,2019,0,0,0
DALYs,Global,Both sexes,<5 years,Ischemic heart disease,Household air pollution from solid fuels,Number,2019,0,0,0
DALYs,Global,Both sexes,<5 years,Ischemic heart disease,All risk factors,Number,2019,0,0,0
DALYs,Global,Male,<5 years,Ischemic heart disease,Air pollution,Rate,2019,0,0,0
DALYs,Global,Male,<5 years,Ischemic heart disease,Ambient particulate matter pollution,Rate,2019,0,0,0
DALYs,Global,Male,<5 years,Ischemic heart disease,Household air pollution from solid fuels,Rate,2019,0,0,0
DALYs,Global,Male,<5 years,Ischemic heart disease,All risk factors,Rate,2019,0,0,0
DALYs,Global,Female,<5 years,Ischemic heart disease,Air pollution,Rate,2019,0,0,0
DALYs,Global,Female,<5 years,Ischemic heart disease,Ambient particulate matter pollution,Rate,2019,0,0,0
DALYs,Global,Female,<5 years,Ischemic heart disease,Household air pollution from solid fuels,Rate,2019,0,0,0
DALYs,Global,Female,<5 years,Ischemic heart disease,All risk factors,Rate,2019,0,0,0
DALYs,Global,Both sexes,<5 years,Ischemic heart disease,Air pollution,Rate,2019,0,0,0
DALYs,Global,Both sexes,<5 years,Ischemic heart disease,Ambient particulate matter pollution,Rate,2019,0,0,0
DALYs,Global,Both sexes,<5 years,Ischemic heart disease,Household air pollution from solid fuels,Rate,2019,0,0,0
DALYs,Global,Both sexes,<5 years,Ischemic heart disease,All risk factors,Rate,2019,0,0,0
DALYs,Global,Male,70+ years,All causes,Air pollution,Number,2019,27085878.02,30929101.98,23459975.99
DALYs,Global,Male,70+ years,All causes,Ambient particulate matter pollution,Number,2019,18542485.27,21638405.09,15499958.54
DALYs,Global,Male,70+ years,All causes,Household air pollution from solid fuels,Number,2019,7334793.375,10868126.39,4573167.005
DALYs,Global,Male,70+ years,All causes,Ambient ozone pollution,Number,2019,1990180.804,3106591.901,915443.5767
DALYs,Global,Male,70+ years,All causes,All risk factors,Number,2019,145146449.8,154852615.8,135313302.6
DALYs,Global,Female,70+ years,All causes,Air pollution,Number,2019,25050461.64,28533334.47,21591404.26
DALYs,Global,Female,70+ years,All causes,Ambient particulate matter pollution,Number,2019,15351176.13,18187749.93,12407422.43
DALYs,Global,Female,70+ years,All causes,Household air pollution from solid fuels,Number,2019,8816975.81,11982365.87,6119759.465
DALYs,Global,Female,70+ years,All causes,Ambient ozone pollution,Number,2019,1523276.706,2436694.329,710936.9796
DALYs,Global,Female,70+ years,All causes,All risk factors,Number,2019,134787259.7,145004663.1,124039884.9
DALYs,Global,Both sexes,70+ years,All causes,Air pollution,Number,2019,52136339.66,58838636.13,45474965.52
DALYs,Global,Both sexes,70+ years,All causes,Ambient particulate matter pollution,Number,2019,33893661.39,39327698.54,28279387.75
DALYs,Global,Both sexes,70+ years,All causes,Household air pollution from solid fuels,Number,2019,16151769.18,22567744.1,10862001.26
DALYs,Global,Both sexes,70+ years,All causes,Ambient ozone pollution,Number,2019,3513457.51,5404560.549,1671136.624
DALYs,Global,Both sexes,70+ years,All causes,All risk factors,Number,2019,279933709.5,297857358.4,261312125.7
DALYs,Global,Male,70+ years,All causes,Air pollution,Rate,2019,13315.64624,15205.00758,11533.1222
DALYs,Global,Male,70+ years,All causes,Ambient particulate matter pollution,Rate,2019,9115.642259,10637.62258,7619.910443
DALYs,Global,Male,70+ years,All causes,Household air pollution from solid fuels,Rate,2019,3605.84633,5342.862665,2248.207498
DALYs,Global,Male,70+ years,All causes,Ambient ozone pollution,Rate,2019,978.3896807,1527.226799,450.0397889
DALYs,Global,Male,70+ years,All causes,All risk factors,Rate,2019,71355.21978,76126.85293,66521.16165
DALYs,Global,Female,70+ years,All causes,Air pollution,Rate,2019,9625.132441,10963.35577,8296.059713
DALYs,Global,Female,70+ years,All causes,Ambient particulate matter pollution,Rate,2019,5898.378459,6988.274482,4767.300732
DALYs,Global,Female,70+ years,All causes,Household air pollution from solid fuels,Rate,2019,3387.74435,4603.98136,2351.393607
DALYs,Global,Female,70+ years,All causes,Ambient ozone pollution,Rate,2019,585.2882174,936.2504359,273.163133
DALYs,Global,Female,70+ years,All causes,All risk factors,Rate,2019,51789.27416,55715.10447,47659.8131
DALYs,Global,Both sexes,70+ years,All causes,Air pollution,Rate,2019,11244.15887,12689.63216,9807.511238
DALYs,Global,Both sexes,70+ years,All causes,Ambient particulate matter pollution,Rate,2019,7309.790369,8481.740251,6098.96918
DALYs,Global,Both sexes,70+ years,All causes,Household air pollution from solid fuels,Rate,2019,3483.425572,4867.148361,2342.589999
DALYs,Global,Both sexes,70+ years,All causes,Ambient ozone pollution,Rate,2019,757.7416194,1165.59271,360.4112952
DALYs,Global,Both sexes,70+ years,All causes,All risk factors,Rate,2019,60372.84405,64238.40803,56356.75761
DALYs,Global,Male,All ages,Ischemic heart disease,Air pollution,Number,2019,28664628.35,32883656.07,24757992.03
DALYs,Global,Male,All ages,Ischemic heart disease,Ambient particulate matter pollution,Number,2019,21098246.64,24925316.16,17042273.9
DALYs,Global,Male,All ages,Ischemic heart disease,Household air pollution from solid fuels,Number,2019,7566381.704,11020754.45,4905811.18
